transaction_id,timestamp,amount,currency,merchant_name,merchant_category,card_type,location_city,location_country,latitude,longitude,is_fraud
1644,2024-01-01 23:54:54,6.84,EUR,StreamFlix_168,Subscription,Mastercard,London,UK,51.5074,-0.1278,0
7942,2024-01-02 00:34:54,16.97,EUR,ElectroHub_494,Electronics,Visa,Paris,France,48.8566,2.3522,0
9384,2024-01-02 01:07:53,8.0,EUR,InternetNet_715,Utilities,Mastercard,London,UK,51.5074,-0.1278,0
18908,2024-01-02 01:22:20,35.64,EUR,GameZone_639,Entertainment,Visa,Paris,France,48.8566,2.3522,0
17677,2024-01-02 02:55:06,1.84,EUR,InternetNet_663,Utilities,Amex,Paris,France,48.8566,2.3522,0
13198,2024-01-02 03:12:54,4.04,EUR,BurgerJoint_205,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
19388,2024-01-02 04:34:46,52.45,EUR,FixItAll_681,Services,Visa,London,UK,51.5074,-0.1278,0
11916,2024-01-02 05:32:50,7.75,EUR,GlobalMarket_355,Online Retail,Mastercard,Paris,France,48.8566,2.3522,0
19788,2024-01-02 05:40:12,7.9,EUR,CafeLuxe_136,Restaurants,Amex,Paris,France,48.8566,2.3522,0
1405,2024-01-02 05:45:06,9.64,EUR,FlyAway Airlines_839,Travel,Amex,Dublin,Ireland,53.3498,-6.2603,0
6744,2024-01-02 06:18:13,16.32,EUR,E-Boutique_493,Online Retail,Amex,Berlin,Germany,52.52,13.405,0
16640,2024-01-02 06:27:53,5.76,EUR,FuelUp_130,Fuel,Mastercard,Paris,France,48.8566,2.3522,0
11744,2024-01-02 07:08:40,4.68,EUR,TravelGo_155,Travel,Amex,Berlin,Germany,52.52,13.405,0
6644,2024-01-02 07:57:08,11.78,EUR,E-Boutique_564,Online Retail,Mastercard,Berlin,Germany,52.52,13.405,0
788,2024-01-02 08:48:33,11.2,EUR,StreamFlix_586,Subscription,Amex,Paris,France,48.8566,2.3522,0
15518,2024-01-02 13:48:37,6.89,EUR,StreamFlix_185,Subscription,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
19622,2024-01-02 14:26:10,9.44,EUR,CinemaWorld_293,Entertainment,Visa,Berlin,Germany,52.52,13.405,0
7327,2024-01-02 15:48:03,32.6,EUR,EatWell Diner_312,Restaurants,Visa,Dublin,Ireland,53.3498,-6.2603,0
959,2024-01-02 16:22:24,26.2,EUR,E-Boutique_531,Online Retail,Mastercard,Berlin,Germany,52.52,13.405,0
2304,2024-01-02 17:43:33,21.18,EUR,E-Boutique_195,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
4617,2024-01-02 19:56:08,16.7,EUR,SuperMart_173,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
2576,2024-01-02 21:01:21,37.63,EUR,InternetNet_844,Utilities,Mastercard,Paris,France,48.8566,2.3522,0
18562,2024-01-02 21:22:44,19.1,EUR,CleanPro_322,Services,Visa,Dublin,Ireland,53.3498,-6.2603,0
17149,2024-01-02 23:53:04,4.84,EUR,PowerCo_324,Utilities,Visa,Berlin,Germany,52.52,13.405,0
3062,2024-01-03 01:05:51,5.83,EUR,CinemaWorld_806,Entertainment,Visa,Dublin,Ireland,53.3498,-6.2603,0
9308,2024-01-03 01:13:48,10.65,EUR,E-Boutique_450,Online Retail,Mastercard,Rome,Italy,41.9028,12.4964,0
6192,2024-01-03 01:23:21,104.57,EUR,E-Boutique_630,Online Retail,Visa,Paris,France,48.8566,2.3522,0
17412,2024-01-03 02:48:31,48.14,EUR,DailyNeeds_435,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
18312,2024-01-03 03:16:16,12.44,EUR,GameZone_192,Entertainment,Visa,Rome,Italy,41.9028,12.4964,0
16405,2024-01-03 03:32:15,28.07,EUR,FixItAll_368,Services,Mastercard,London,UK,51.5074,-0.1278,0
907,2024-01-03 04:02:29,4.12,EUR,CafeLuxe_537,Restaurants,Amex,London,UK,51.5074,-0.1278,0
7484,2024-01-03 04:54:18,12.01,EUR,ElectroHub_853,Electronics,Amex,Rome,Italy,41.9028,12.4964,0
12895,2024-01-03 05:26:29,10.72,EUR,GlobalMarket_200,Online Retail,Visa,London,UK,51.5074,-0.1278,0
4236,2024-01-03 08:19:25,18.72,EUR,FlyAway Airlines_431,Travel,Mastercard,Tokyo,Japan,35.6895,139.6917,0
2678,2024-01-03 08:22:42,24.56,EUR,E-Boutique_147,Online Retail,Mastercard,Berlin,Germany,52.52,13.405,0
11319,2024-01-03 09:25:03,45.07,EUR,ConcertLive_911,Entertainment,Amex,London,UK,51.5074,-0.1278,0
12810,2024-01-03 09:44:57,200.31,EUR,TechGadgets_275,Electronics,Mastercard,Lagos,Nigeria,6.5244,3.3792,1
8893,2024-01-03 11:10:11,7.78,EUR,BurgerJoint_594,Restaurants,Mastercard,Paris,France,48.8566,2.3522,0
4701,2024-01-03 11:23:36,33.41,EUR,WebShopX_866,Online Retail,Amex,London,UK,51.5074,-0.1278,0
6404,2024-01-03 11:53:29,9.77,EUR,FuelUp_792,Fuel,Mastercard,Rome,Italy,41.9028,12.4964,0
15241,2024-01-03 13:02:35,13.79,EUR,CafeLuxe_638,Restaurants,Mastercard,Paris,France,48.8566,2.3522,0
11610,2024-01-03 13:53:39,7.35,EUR,HotelVista_731,Travel,Visa,Dublin,Ireland,53.3498,-6.2603,0
1290,2024-01-03 14:04:06,21.1,EUR,FlyAway Airlines_739,Travel,Visa,Rome,Italy,41.9028,12.4964,0
15665,2024-01-03 15:31:19,50.88,EUR,EatWell Diner_662,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
7631,2024-01-03 15:36:57,10.72,EUR,PowerCo_369,Utilities,Visa,London,UK,51.5074,-0.1278,0
4230,2024-01-03 15:57:01,16.84,EUR,GameZone_371,Entertainment,Visa,Dublin,Ireland,53.3498,-6.2603,0
14104,2024-01-03 16:50:16,38.41,EUR,CinemaWorld_201,Entertainment,Visa,Berlin,Germany,52.52,13.405,0
12705,2024-01-03 17:33:05,8.33,EUR,E-Boutique_308,Online Retail,Amex,London,UK,51.5074,-0.1278,0
17901,2024-01-03 17:53:32,88.37,EUR,DailyNeeds_610,Groceries,Visa,Paris,France,48.8566,2.3522,0
12126,2024-01-03 17:56:50,14.25,EUR,DailyNeeds_172,Groceries,Visa,Berlin,Germany,52.52,13.405,0
3490,2024-01-03 18:11:00,7.96,EUR,FlyAway Airlines_935,Travel,Visa,London,UK,51.5074,-0.1278,0
13866,2024-01-03 18:15:06,4.72,EUR,GameZone_998,Entertainment,Visa,Paris,France,48.8566,2.3522,0
9555,2024-01-03 18:46:24,4.57,EUR,TravelGo_151,Travel,Visa,Dublin,Ireland,53.3498,-6.2603,0
17157,2024-01-03 19:41:33,7.84,EUR,BurgerJoint_944,Restaurants,Mastercard,Rome,Italy,41.9028,12.4964,0
16997,2024-01-03 19:57:46,14.39,EUR,DailyNeeds_591,Groceries,Mastercard,London,UK,51.5074,-0.1278,0
17251,2024-01-03 20:04:30,14.8,EUR,CinemaWorld_665,Entertainment,Visa,Dublin,Ireland,53.3498,-6.2603,0
3858,2024-01-03 22:05:36,16.44,EUR,E-Boutique_571,Online Retail,Visa,London,UK,51.5074,-0.1278,0
15311,2024-01-03 22:38:59,92.22,EUR,BurgerJoint_110,Restaurants,Visa,Dublin,Ireland,53.3498,-6.2603,0
10208,2024-01-03 22:57:17,18.68,EUR,PowerCo_656,Utilities,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
19062,2024-01-03 23:03:38,11.53,EUR,CinemaWorld_858,Entertainment,Mastercard,Ho Chi Minh City,Vietnam,10.8231,106.6297,0
1925,2024-01-03 23:16:03,12.55,EUR,FreshFoods_387,Groceries,Mastercard,London,UK,51.5074,-0.1278,0
16496,2024-01-04 00:10:26,53.59,EUR,CafeLuxe_657,Restaurants,Visa,Sydney,Australia,-33.8688,151.2093,0
12824,2024-01-04 01:10:53,55.59,EUR,WebShopX_406,Online Retail,Visa,Rome,Italy,41.9028,12.4964,0
13501,2024-01-04 01:36:10,16.58,EUR,EatWell Diner_615,Restaurants,Mastercard,Rome,Italy,41.9028,12.4964,0
5377,2024-01-04 03:01:49,7.75,EUR,DailyNeeds_738,Groceries,Amex,Paris,France,48.8566,2.3522,0
13716,2024-01-04 03:33:14,11.59,EUR,CinemaWorld_733,Entertainment,Amex,Rome,Italy,41.9028,12.4964,0
4258,2024-01-04 05:05:09,34.89,EUR,FreshFoods_791,Groceries,Visa,Dublin,Ireland,53.3498,-6.2603,0
4963,2024-01-04 05:52:08,14.48,EUR,E-Boutique_747,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
292,2024-01-04 07:00:33,21.74,EUR,GlobalMarket_953,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
19908,2024-01-04 08:03:36,7.76,EUR,GlobalMarket_545,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
11945,2024-01-04 09:06:22,17.57,EUR,WebShopX_219,Online Retail,Visa,Rome,Italy,41.9028,12.4964,0
12594,2024-01-04 09:06:50,10.06,EUR,GlobalMarket_213,Online Retail,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
15549,2024-01-04 11:13:08,3.62,EUR,SuperMart_582,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
8775,2024-01-04 11:31:58,9.1,EUR,SuperMart_364,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
15826,2024-01-04 11:45:47,4.83,EUR,SuperMart_480,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
11707,2024-01-04 12:57:58,7.15,EUR,ConcertLive_934,Entertainment,Amex,Dublin,Ireland,53.3498,-6.2603,0
3092,2024-01-04 13:41:22,18.41,EUR,PowerCo_400,Utilities,Amex,Dublin,Ireland,53.3498,-6.2603,0
16733,2024-01-04 13:54:14,17.65,EUR,EatWell Diner_554,Restaurants,Amex,Rome,Italy,41.9028,12.4964,0
11433,2024-01-04 14:31:56,13.58,EUR,BurgerJoint_232,Restaurants,Visa,Paris,France,48.8566,2.3522,0
1676,2024-01-04 15:25:45,14.04,EUR,CloudService_145,Subscription,Visa,London,UK,51.5074,-0.1278,0
2042,2024-01-04 15:27:57,16.19,EUR,QuickGas_289,Fuel,Mastercard,Paris,France,48.8566,2.3522,0
13503,2024-01-04 15:53:45,7.61,EUR,DailyNeeds_960,Groceries,Visa,London,UK,51.5074,-0.1278,0
9064,2024-01-04 17:31:43,63.01,EUR,GameZone_196,Entertainment,Mastercard,Paris,France,48.8566,2.3522,0
10737,2024-01-04 19:01:51,12.27,EUR,WebShopX_758,Online Retail,Mastercard,Paris,France,48.8566,2.3522,0
15227,2024-01-04 19:46:28,16.37,EUR,DailyNeeds_332,Groceries,Visa,Berlin,Germany,52.52,13.405,0
902,2024-01-04 20:14:40,12.74,EUR,FreshFoods_405,Groceries,Amex,London,UK,51.5074,-0.1278,0
9851,2024-01-04 22:33:52,14.36,EUR,InternetNet_860,Utilities,Visa,Dublin,Ireland,53.3498,-6.2603,0
11788,2024-01-04 22:44:40,3.53,EUR,TravelGo_818,Travel,Mastercard,Rome,Italy,41.9028,12.4964,0
1219,2024-01-04 23:29:24,13.02,EUR,GlobalMarket_865,Online Retail,Amex,Rome,Italy,41.9028,12.4964,0
11149,2024-01-05 03:44:17,17.14,EUR,ConcertLive_598,Entertainment,Mastercard,London,UK,51.5074,-0.1278,0
1384,2024-01-05 03:46:09,19.28,EUR,TravelGo_617,Travel,Amex,Berlin,Germany,52.52,13.405,0
6780,2024-01-05 04:31:28,20.3,EUR,QuickGas_265,Fuel,Amex,Berlin,Germany,52.52,13.405,0
14675,2024-01-05 05:10:13,7.48,EUR,StreamFlix_841,Subscription,Amex,Online,Global,0.0,0.0,0
9369,2024-01-05 06:13:27,13.58,EUR,TravelGo_304,Travel,Visa,Rome,Italy,41.9028,12.4964,0
16562,2024-01-05 06:40:16,3.07,EUR,CinemaWorld_886,Entertainment,Mastercard,Rome,Italy,41.9028,12.4964,0
4768,2024-01-05 08:13:57,18.2,EUR,WaterWorks_960,Utilities,Amex,Paris,France,48.8566,2.3522,0
19473,2024-01-05 08:54:17,6.24,EUR,CafeLuxe_460,Restaurants,Mastercard,London,UK,51.5074,-0.1278,0
17590,2024-01-05 10:09:52,6.15,EUR,CafeLuxe_174,Restaurants,Visa,London,UK,51.5074,-0.1278,0
19939,2024-01-05 10:30:08,10.88,EUR,BetNow_441,Gambling,Amex,London,UK,51.5074,-0.1278,0
16870,2024-01-05 11:44:35,43.98,EUR,BurgerJoint_981,Restaurants,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
17305,2024-01-05 13:08:23,17.34,EUR,HotelVista_338,Travel,Visa,Berlin,Germany,52.52,13.405,0
11982,2024-01-05 13:44:36,6.57,EUR,WebShopX_949,Online Retail,Amex,Berlin,Germany,52.52,13.405,0
1683,2024-01-05 15:22:52,22.65,EUR,DailyNeeds_417,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
6092,2024-01-05 15:50:18,14.88,EUR,TechGadgets_914,Electronics,Visa,Dublin,Ireland,53.3498,-6.2603,0
9274,2024-01-05 16:14:22,18.96,EUR,DailyNeeds_744,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
1598,2024-01-05 17:05:32,5.71,EUR,ElectroHub_336,Electronics,Amex,Rome,Italy,41.9028,12.4964,0
3087,2024-01-05 17:49:53,10.2,EUR,CafeLuxe_289,Restaurants,Visa,Paris,France,48.8566,2.3522,0
12169,2024-01-05 20:01:22,12.62,EUR,TechGadgets_595,Electronics,Mastercard,Rome,Italy,41.9028,12.4964,0
7824,2024-01-05 20:47:16,31.39,EUR,GlobalMarket_853,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
17007,2024-01-05 21:44:44,16.63,EUR,TechGadgets_433,Electronics,Mastercard,Berlin,Germany,52.52,13.405,0
8490,2024-01-05 22:15:19,44.84,EUR,FixItAll_821,Services,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
1196,2024-01-05 22:32:56,11.17,EUR,GameZone_605,Entertainment,Visa,London,UK,51.5074,-0.1278,0
18910,2024-01-05 22:37:39,15.21,EUR,QuickGas_332,Fuel,Amex,Dublin,Ireland,53.3498,-6.2603,0
17788,2024-01-05 23:02:27,7.71,EUR,CloudService_759,Subscription,Amex,Dublin,Ireland,53.3498,-6.2603,0
12218,2024-01-05 23:30:03,5.39,EUR,FreshFoods_621,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
1449,2024-01-06 00:03:52,16.19,EUR,BurgerJoint_574,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
14051,2024-01-06 01:56:49,20.92,EUR,WebShopX_666,Online Retail,Visa,Paris,France,48.8566,2.3522,0
14443,2024-01-06 02:58:25,28.57,EUR,FreshFoods_495,Groceries,Amex,Berlin,Germany,52.52,13.405,0
15497,2024-01-06 07:52:34,16.02,EUR,FlyAway Airlines_322,Travel,Mastercard,Berlin,Germany,52.52,13.405,0
12515,2024-01-06 08:44:31,9.55,EUR,TechGadgets_178,Electronics,Visa,Dublin,Ireland,53.3498,-6.2603,0
16265,2024-01-06 09:30:08,19.92,EUR,SuperMart_378,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
16314,2024-01-06 09:38:57,2.71,EUR,DailyNeeds_337,Groceries,Visa,Dublin,Ireland,53.3498,-6.2603,0
434,2024-01-06 10:55:42,4.87,EUR,SuperMart_129,Groceries,Amex,Paris,France,48.8566,2.3522,0
2552,2024-01-06 13:01:20,11.46,EUR,WebShopX_472,Online Retail,Amex,London,UK,51.5074,-0.1278,0
4925,2024-01-06 13:16:54,1.98,EUR,WebShopX_877,Online Retail,Amex,Dublin,Ireland,53.3498,-6.2603,0
12251,2024-01-06 13:26:29,20.4,EUR,DailyNeeds_147,Groceries,Amex,Paris,France,48.8566,2.3522,0
18116,2024-01-06 15:19:48,12.31,EUR,GlobalMarket_587,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
4810,2024-01-06 17:18:16,18.91,EUR,DailyNeeds_563,Groceries,Amex,Berlin,Germany,52.52,13.405,0
1626,2024-01-06 18:55:22,29.77,EUR,CloudService_829,Subscription,Mastercard,Berlin,Germany,52.52,13.405,0
15906,2024-01-06 20:28:54,8.39,EUR,DailyNeeds_273,Groceries,Amex,Dublin,Ireland,53.3498,-6.2603,0
3244,2024-01-06 21:28:13,2.6,EUR,DailyNeeds_998,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
16410,2024-01-06 21:55:06,8.81,EUR,QuickGas_375,Fuel,Mastercard,Berlin,Germany,52.52,13.405,0
9241,2024-01-06 22:04:03,6.87,EUR,E-Boutique_475,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
1487,2024-01-06 22:04:05,13.53,EUR,CleanPro_815,Services,Amex,Dublin,Ireland,53.3498,-6.2603,0
16996,2024-01-06 22:10:45,19.75,EUR,E-Boutique_812,Online Retail,Visa,Paris,France,48.8566,2.3522,0
13081,2024-01-06 22:13:34,7.16,EUR,GlobalMarket_356,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
16751,2024-01-06 22:48:47,10.09,EUR,BurgerJoint_609,Restaurants,Mastercard,Berlin,Germany,52.52,13.405,0
5792,2024-01-07 00:19:44,6.23,EUR,CinemaWorld_120,Entertainment,Amex,London,UK,51.5074,-0.1278,0
6113,2024-01-07 00:44:11,5.1,EUR,BurgerJoint_525,Restaurants,Mastercard,Rome,Italy,41.9028,12.4964,0
802,2024-01-07 02:05:50,18.06,EUR,TravelGo_503,Travel,Visa,Rome,Italy,41.9028,12.4964,0
11698,2024-01-07 02:06:09,3.69,EUR,GameZone_691,Entertainment,Visa,London,UK,51.5074,-0.1278,0
17022,2024-01-07 02:34:48,13.82,EUR,GameZone_367,Entertainment,Visa,Berlin,Germany,52.52,13.405,0
17320,2024-01-07 02:35:03,11.89,EUR,FlyAway Airlines_386,Travel,Mastercard,Rome,Italy,41.9028,12.4964,0
19605,2024-01-07 02:45:20,15.96,EUR,ConcertLive_305,Entertainment,Mastercard,Rome,Italy,41.9028,12.4964,0
7933,2024-01-07 06:10:51,20.94,EUR,FuelUp_613,Fuel,Amex,London,UK,51.5074,-0.1278,0
3824,2024-01-07 06:11:21,569.88,EUR,BetNow_761,Gambling,Visa,Online,Global,0.0,0.0,1
15300,2024-01-07 06:42:26,15.11,EUR,InternetNet_225,Utilities,Visa,Berlin,Germany,52.52,13.405,0
2698,2024-01-07 07:11:56,9.31,EUR,FuelUp_240,Fuel,Amex,Berlin,Germany,52.52,13.405,0
19670,2024-01-07 07:27:54,7.01,EUR,FuelUp_854,Fuel,Amex,Paris,France,48.8566,2.3522,0
5184,2024-01-07 08:25:11,15.32,EUR,StreamFlix_418,Subscription,Mastercard,Paris,France,48.8566,2.3522,0
1662,2024-01-07 09:25:56,17.44,EUR,DailyNeeds_483,Groceries,Visa,London,UK,51.5074,-0.1278,0
16368,2024-01-07 10:22:27,29.49,EUR,GameZone_546,Entertainment,Visa,Dublin,Ireland,53.3498,-6.2603,0
1699,2024-01-07 11:00:37,3.83,EUR,GlobalMarket_339,Online Retail,Visa,London,UK,51.5074,-0.1278,0
15581,2024-01-07 11:37:54,1385.11,EUR,TechGadgets_444,Electronics,Visa,Ho Chi Minh City,Vietnam,10.8231,106.6297,1
16123,2024-01-07 12:05:44,19.81,EUR,CinemaWorld_266,Entertainment,Amex,Paris,France,48.8566,2.3522,0
15656,2024-01-07 12:38:49,13.13,EUR,FreshFoods_435,Groceries,Amex,Berlin,Germany,52.52,13.405,0
17466,2024-01-07 13:49:38,13.23,EUR,DailyNeeds_914,Groceries,Visa,Berlin,Germany,52.52,13.405,0
19292,2024-01-07 14:55:06,22.81,EUR,E-Boutique_365,Online Retail,Amex,Berlin,Germany,52.52,13.405,0
13742,2024-01-07 15:49:04,141.44,EUR,BetNow_191,Gambling,Visa,Lagos,Nigeria,6.5244,3.3792,1
19485,2024-01-07 17:02:41,3.95,EUR,BurgerJoint_875,Restaurants,Mastercard,London,UK,51.5074,-0.1278,0
1902,2024-01-07 17:47:24,17.03,EUR,SuperMart_838,Groceries,Amex,Dublin,Ireland,53.3498,-6.2603,0
19362,2024-01-07 18:41:53,13.96,EUR,CafeLuxe_782,Restaurants,Amex,Paris,France,48.8566,2.3522,0
14850,2024-01-07 19:20:28,9.48,EUR,FreshFoods_440,Groceries,Visa,Berlin,Germany,52.52,13.405,0
17783,2024-01-07 20:00:52,25.43,EUR,BurgerJoint_727,Restaurants,Visa,Berlin,Germany,52.52,13.405,0
16744,2024-01-07 20:23:36,8.57,EUR,EatWell Diner_530,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
16345,2024-01-07 23:02:18,28.92,EUR,E-Boutique_826,Online Retail,Visa,London,UK,51.5074,-0.1278,0
8261,2024-01-08 00:04:37,5.76,EUR,E-Boutique_866,Online Retail,Mastercard,London,UK,51.5074,-0.1278,0
11158,2024-01-08 00:12:04,13.14,EUR,CafeLuxe_929,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
9752,2024-01-08 00:48:04,14.88,EUR,ElectroHub_943,Electronics,Mastercard,Berlin,Germany,52.52,13.405,0
15157,2024-01-08 01:15:36,8.13,EUR,FreshFoods_174,Groceries,Amex,Paris,France,48.8566,2.3522,0
15261,2024-01-08 02:18:13,10.29,EUR,CafeLuxe_420,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
6069,2024-01-08 03:34:28,10.28,EUR,GlobalMarket_502,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
8566,2024-01-08 04:44:56,12.12,EUR,CleanPro_283,Services,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
12363,2024-01-08 04:48:43,12.4,EUR,FreshFoods_404,Groceries,Amex,London,UK,51.5074,-0.1278,0
602,2024-01-08 05:02:27,54.34,EUR,FuelUp_900,Fuel,Visa,Dublin,Ireland,53.3498,-6.2603,0
4539,2024-01-08 05:39:32,5.48,EUR,EatWell Diner_156,Restaurants,Amex,Rome,Italy,41.9028,12.4964,0
12058,2024-01-08 07:56:41,93.85,EUR,FixItAll_269,Services,Amex,London,UK,51.5074,-0.1278,0
2660,2024-01-08 07:57:20,55.12,EUR,CleanPro_891,Services,Amex,Berlin,Germany,52.52,13.405,0
2258,2024-01-08 08:43:01,22.65,EUR,GlobalMarket_802,Online Retail,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
13267,2024-01-08 08:59:25,6.11,EUR,CafeLuxe_729,Restaurants,Mastercard,Berlin,Germany,52.52,13.405,0
8598,2024-01-08 10:25:42,6.92,EUR,StreamFlix_525,Subscription,Visa,Berlin,Germany,52.52,13.405,0
1482,2024-01-08 11:34:20,7.61,EUR,CafeLuxe_751,Restaurants,Visa,London,UK,51.5074,-0.1278,0
9803,2024-01-08 11:42:09,15.98,EUR,E-Boutique_726,Online Retail,Amex,Paris,France,48.8566,2.3522,0
14343,2024-01-08 13:00:27,4.5,EUR,ConcertLive_333,Entertainment,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
5300,2024-01-08 14:20:35,12.13,EUR,WaterWorks_836,Utilities,Amex,Paris,France,48.8566,2.3522,0
18471,2024-01-08 15:42:01,7.54,EUR,SuperMart_850,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
18160,2024-01-08 16:52:11,16.27,EUR,EatWell Diner_942,Restaurants,Visa,Dublin,Ireland,53.3498,-6.2603,0
12598,2024-01-08 19:18:04,3.97,EUR,DailyNeeds_760,Groceries,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
6989,2024-01-08 21:01:10,20.93,EUR,PowerCo_964,Utilities,Visa,Dublin,Ireland,53.3498,-6.2603,0
9764,2024-01-08 22:00:18,13.51,EUR,InternetNet_673,Utilities,Visa,Rome,Italy,41.9028,12.4964,0
4598,2024-01-08 23:37:47,6.39,EUR,FlyAway Airlines_372,Travel,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
19188,2024-01-09 00:07:10,3.98,EUR,GlobalMarket_313,Online Retail,Amex,Paris,France,48.8566,2.3522,0
7694,2024-01-09 01:34:52,22.85,EUR,FreshFoods_787,Groceries,Amex,London,UK,51.5074,-0.1278,0
17542,2024-01-09 02:22:51,8.59,EUR,HotelVista_417,Travel,Visa,London,UK,51.5074,-0.1278,0
11844,2024-01-09 02:25:16,6.5,EUR,PowerCo_375,Utilities,Amex,Dublin,Ireland,53.3498,-6.2603,0
